Status,Id,Refreshing,Runner,Baker,Counter,Regulator,Has Python,Has Whiteboard,Has Reached Balmers Peak,DNE,Type of Activity Id,Type of Movie Id,Type of GPU Id,Type of Laptop Id,Type of Toaster Id,Type of Deck Id,Type of Whale Id,Type of Star Id,Type of Dog Id
,288882,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288883,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288884,0,1,0,0,0,1,1,0,0,0.4,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,288885,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288886,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288887,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288889,0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.3,0.3,0.2,0.5,0.2,0.4
0,288892,0,0,0,0,0,0,0,0,0,0.4,0.1,0.3,0.5,0.1,0.2,0.1,0.1,0.1
,288893,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288894,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288895,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288899,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288902,0,0,0,0,0,0,0,0,0,0.3,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1
,288903,0,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.3,0.2,0.3,0.5,0.2,0.4
,288904,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288905,0,0,0,0,0,1,1,0,0,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288906,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288907,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288909,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288910,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288911,0,0,0,0,0,1,1,0,0,0.3,0.4,0.2,0.2,0.2,0.2,0.1,0.2,0.1
,288912,0,0,0,0,0,0,1,0,0,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,288914,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288915,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288916,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288917,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288918,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288920,0,0,0,0,0,1,1,0,0,0.3,0.5,0.2,0.5,0.2,0.2,0.5,0.4,0.4
,288921,0,1,0,0,0,1,0,0,1,0.1,0.1,0.2,0.1,0.4,0.2,0.1,0.1,0.3
,288923,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288925,0,0,0,0,0,1,1,0,0,0.3,0.4,0.3,0.4,0.2,0.3,0.5,0.2,0.4
,288926,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288927,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.4,0.3,0.2,0.1,0.2,0.1
,288928,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288929,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288931,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288935,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288937,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288938,0,0,0,0,0,0,1,0,0,0.4,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1
,288940,0,0,0,0,0,1,1,0,0,0.3,0.5,0.2,0.3,0.3,0.2,0.1,0.2,0.1
,288941,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,288942,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288943,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288944,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.3,0.2,0.4
,288947,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288948,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288949,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288953,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288954,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,288956,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288957,1,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288958,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288959,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288963,0,0,0,0,0,1,1,0,0,0.1,0.6,0.1,0.3,0.1,0.2,0.1,0.1,0.1
,288964,0,0,0,1,0,1,1,0,0,0.3,0.3,0.2,0.3,0.2,0.2,0.1,0.2,0.1
,288965,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.2,0.1,0.3,0.1,0.1,0.1
,288966,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288967,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288968,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288972,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288974,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288975,1,0,0,1,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288977,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288978,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288980,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.6,0.3,0.2,0.3,0.3,0.4
,288981,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.1,0.2,0.1
,288982,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288984,0,0,0,0,0,0,0,0,0,0.2,0.1,0.2,0.2,0.3,0.2,0.1,0.2,0.1
,288985,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288986,0,0,0,0,0,1,0,0,0,0.4,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1
,288987,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288988,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288991,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288992,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.1,0.2,0.1
,288993,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,288994,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288995,1,0,0,1,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288996,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,288998,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
1,289000,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289001,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289002,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1
,289003,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289004,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289006,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.5,0.3,0.2,0.3,0.3,0.4
,289007,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289008,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.4,0.3,0.2,0.1,0.2,0.1
,289009,0,0,0,1,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289010,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.3,0.1,0.2,0.4,0.1,0.3
,289012,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.3,0.2,0.4
,289013,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,289016,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.2,0.1,0.2,0.5,0.1,0.4
,289017,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289018,0,0,0,0,0,0,0,0,0,0.4,0.1,0.3,0.3,0.1,0.2,0.1,0.1,0.1
,289019,0,0,0,0,0,1,1,0,0,0.3,0.5,0.2,0.4,0.3,0.3,0.1,0.2,0.1
,289021,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289022,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289023,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289025,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289026,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289027,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.4,0.4,0.2,0.5,0.2,0.4
1,289028,1,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289029,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289031,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289032,0,1,0,0,0,0,1,0,0,0.3,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,289033,0,0,0,0,0,1,1,0,0,0.3,0.5,0.2,0.3,0.2,0.2,0.5,0.2,0.4
,289034,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289035,1,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289037,0,0,0,0,0,1,1,0,0,0.3,0.6,0.3,0.3,0.3,0.2,0.1,0.2,0.1
,289038,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289040,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289041,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289043,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.4,0.3,0.2,0.1,0.2,0.1
1,289044,0,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.5,0.3,0.2,0.1,0.2,0.1
,289045,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289046,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289047,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289049,0,0,0,0,0,1,1,0,0,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289051,0,0,0,0,0,1,1,0,0,0.1,0.6,0.1,0.3,0.1,0.2,0.1,0.1,0.1
,289052,0,0,0,0,0,1,0,0,1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.4
,289053,1,0,0,0,0,1,1,0,0,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289054,1,0,0,0,0,1,1,0,0,0.3,0.5,0.3,0.4,0.3,0.2,0.1,0.2,0.1
,289056,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289057,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289058,0,0,0,0,0,0,1,0,0,0.3,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1
,289060,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289061,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,289062,0,0,0,0,0,0,0,0,0,0.4,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
,289065,1,0,0,0,0,1,1,0,0,0.1,0.6,0.1,0.4,0.1,0.3,0.1,0.1,0.1
,289066,1,0,0,0,0,1,1,0,0,0.1,0.6,0.1,0.2,0.1,0.2,0.1,0.1,0.1
,289067,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289068,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289069,0,0,0,0,0,0,1,0,0,0.3,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1
,289070,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.3,0.2,0.4
,289072,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289073,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289075,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289077,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289080,1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
0,289081,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289082,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289083,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289085,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289087,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289088,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289093,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289094,0,0,0,0,0,1,1,0,0,0.3,0.5,0.5,0.3,0.2,0.2,0.1,0.2,0.1
,289095,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.5,0.1,0.4
,289096,0,0,0,0,0,1,1,0,0,0.3,0.5,0.2,0.3,0.3,0.2,0.1,0.2,0.1
,289097,0,0,0,0,0,1,1,0,0,0.4,0.1,0.4,0.3,0.1,0.3,0.1,0.1,0.1
,289098,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.4,0.1,0.3
,289099,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289100,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.1,0.1,0.1
,289101,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289102,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289103,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,289104,0,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0.4,0.1,0.2,0.1,0.1,0.1
,289105,0,0,0,0,0,1,0,0,1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1
1,289106,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.4,0.3,0.3,0.4,0.2,0.4
,289108,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289109,0,0,0,0,0,0,0,0,0,0.3,0.2,0.3,0.3,0.3,0.2,0.1,0.2,0.1
,289110,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289112,0,0,0,0,0,1,0,0,1,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.2
,289113,1,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289115,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289116,0,0,0,0,0,1,1,0,0,0.3,0.2,0.4,0.4,0.3,0.2,0.1,0.2,0.1
,289117,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289119,0,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.5,0.3,0.2,0.1,0.3,0.1
,289120,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289122,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289123,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289125,0,0,0,0,0,1,1,0,0,0.4,0.1,0.3,0.3,0.1,0.3,0.5,0.1,0.4
,289126,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289127,1,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.2,0.1,0.3,0.1,0.1,0.1
,289128,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289129,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289132,0,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289134,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289135,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289136,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289137,0,0,0,0,0,1,1,0,0,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.1
,289138,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289139,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289141,1,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1
,289142,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.1,0.2,0.1
,289143,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289144,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289145,0,0,0,0,0,1,1,0,1,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.3
,289146,0,0,0,0,0,0,1,0,0,0.4,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,289147,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289148,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289149,0,1,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289150,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289151,0,1,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289152,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289153,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1
,289154,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289156,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.1,0.1,0.1
,289157,0,0,0,0,0,1,1,0,0,0.3,0.5,0.4,0.4,0.3,0.2,0.1,0.2,0.1
,289158,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289160,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.3,0.1,0.2,0.5,0.1,0.4
,289161,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289163,0,0,0,0,0,0,0,0,0,0.2,0.1,0.2,0.2,0.3,0.2,0.1,0.2,0.1
,289164,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1
,289165,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289167,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289168,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289169,1,0,0,0,0,1,1,1,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289170,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289171,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289173,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289174,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289175,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289176,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289178,0,0,0,0,0,1,1,0,0,0.3,0.6,0.4,0.4,0.3,0.2,0.5,0.3,0.4
,289180,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289181,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289182,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289183,0,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.4,0.3,0.2,0.5,0.2,0.4
,289184,0,0,0,0,0,1,1,0,0,0.1,0.1,0.4,0.1,0.2,0.2,0.1,0.1,0.1
,289185,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.3,0.2,0.4,0.4,0.4
,289186,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289187,1,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289189,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289190,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.4,0.1,0.2,0.1,0.1,0.1
,289191,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289192,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,289193,0,0,0,0,0,1,1,0,0,0.4,0.1,0.5,0.4,0.1,0.3,0.1,0.1,0.1
,289194,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289197,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289198,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289202,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,289204,0,0,0,0,0,0,0,0,0,0.1,0.6,0.1,0.3,0.1,0.2,0.1,0.1,0.1
,289206,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289207,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289208,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289209,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,289211,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
